"Timestamp","1. Pays de résidence","2. Tranche d’âge","3. Genre","4. Niveau d’éducation le plus élevé","5.  Profession / Rôle professionnel ","6.  Secteur d’activité ","7. Observez-vous une pollution plastique visible (macroplastiques) dans votre communauté ?","8. Dans quels environnements rencontrez-vous le plus souvent des déchets plastiques ? (Cochez tout ce qui s’applique)","9. Êtes-vous conscient(e) des microplastiques en tant que problème environnemental ou sanitaire ?","10. De votre point de vue, quels écosystèmes sont les plus affectés par la pollution plastique dans votre région ? (Cochez tout ce qui s’applique)","11.  Dans quelle mesure êtes-vous préoccupé(e) par les impacts environnementaux et sanitaires des microplastiques ? ","12. Quel est votre niveau de connaissance sur les causes et les effets de la pollution par les microplastiques ?","13. Quelles sources d’information influencent votre compréhension des microplastiques ? (Cochez tout ce qui s’applique)","14. Pensez-vous que les microplastiques affectent la santé humaine ?","15. Quels effets spécifiques sur la santé avez-vous entendus (le cas échéant) ?","16. Avez-vous vu ou entendu des reportages médiatiques sur les microplastiques ou la pollution plastique au cours des six derniers mois ?","17. Quelles plateformes communiquent le mieux les enjeux environnementaux dans votre pays ? (Classez vos 3 préférées)","18. Quels messages retenez-vous le plus des médias ? (Cochez tout ce qui s’applique)","19. Dans quelle mesure la couverture médiatique a-t-elle influencé votre comportement ou votre préoccupation ?","20. Avez-vous déjà entendu parler du concept d’économie circulaire ?","21. Quelles actions associez-vous à l’économie circulaire ? (Cochez tout ce qui s’applique)","22. Quels secteurs de votre pays travaillent activement à la mise en œuvre de pratiques d’économie circulaire ? (Cochez tout ce qui s’applique)","23. Quels sont les plus grands défis à l’économie circulaire dans votre région ?","24.  Quelles mesures soutenez-vous pour lutter contre la pollution plastique dans votre pays ? (Choisissez jusqu’à 3) ","25.  Quelles actions entreprenez-vous personnellement pour réduire les déchets plastiques ?","26. Qu’est-ce qui vous motiverait (ou motiverait d’autres personnes) à agir davantage ?","27. Quelles actions supplémentaires devraient être entreprises pour lutter contre la pollution par les plastiques et les microplastiques ?","28. Avez-vous d’autres suggestions, recommandations ou expériences que vous souhaiteriez partager ? (Optionnel)"
"2025/08/23 1:58:02 AM GMT+4","Côte d'Ivoire","35-44","Homme","Master ou diplôme supérieur","Professionnel(le) de santé","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones urbaines","Modérément préoccupé(e)","Pas informé(e)","Réseaux sociaux","Oui","Changement climatique ","Non","Facebook;YouTube","Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Pas du tout","Non","Aucune","Je ne sais pas","Je ne sais pas ","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Gestion des déchets communautaire","Aucune","Éducation à la santé","Aucun idée ","Non"
"2025/08/23 12:24:13 PM GMT+4","côte d'Ivoire ","18-24","Femme","Diplôme ou équivalent","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Marchés ou espaces en plein air","Oui","Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;ONG;École / Université;Leaders communautaires","Oui","","Oui","Télévision;WhatsApp;Forums publics","Menaces pour la vie marine;Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages","Très fortement","Oui","Réutilisation et réparation des produits;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets","Gouvernement;Entreprises privées;Écoles / universités;ONG","","Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires","La réutilisation du plastique ou l'usage du papier aluminium si possible.
","Éducation à la santé","Plus de sensibilisation en mettant en exergue les conséquences des plastiques et microplastiqurs sur la santé humaine et l'environnement .","faire du porte-à-porte pour inciter les populations à utiliser les plastiques biodégradable. "
"2025/08/23 11:03:19 PM GMT+4","République Démocratique du Congo","45-54","Homme","Master ou diplôme supérieur","Professionnel(le) de santé","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Oui","Terres agricoles;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Publications scientifiques","Oui","Les maladies pulmonaires et cancer ","Oui","WhatsApp;Facebook;TikTok","Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages","Très fortement","Non","Réutilisation et réparation des produits;Refonte des emballages","Entreprises privées","Absence des entreprises pour le recyclage ","Interdiction des plastiques à usage unique;Campagnes nationales de sensibilisation;Application stricte des lois sur les déchets;Gestion des déchets communautaire","Gestion efficace des bouteilles vides","Meilleures infrastructures de gestion des déchets","Le rachat des plastiques ","Non "
"2025/08/24 5:46:33 PM GMT+4","Côte d'Ivoire ","35-44","Homme","Master ou diplôme supérieur","Propriétaire d’entreprise / Entrepreneur","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Plages;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Terres agricoles;Forêts;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;ONG;École / Université;Leaders communautaires;Institutions religieuses","Oui","Des problèmes respiratoires,les boutons sur la peau réchauffement climatique, baisse de la projet agricoles à de l'appauvrissement des sols etc","Oui","Télévision;Radio;WhatsApp;Facebook;TikTok;Journaux;YouTube;Forums publics;Institutions religieuses","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Modérément","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;Startups;Communautés locales;Écoles / universités;ONG","La sensibilisation et l'appropriation de la population des mesures prises par les autorités ","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","La sensibilisation ","Leadership communautaire","Encourager les acteurs du secteur par des prix nationaux et communautaires ","Non"
"2025/08/24 9:04:02 PM GMT+4","Niger","25-34","Homme","Formation professionnelle/technique","Chômeur","Chômeur","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Terres agricoles;Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;ONG;École / Université","Oui","La pollution, maladie ","Non","Télévision;Radio;WhatsApp;Facebook;Journaux","Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Changements de politiques gouvernementales","Modérément","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;Communautés locales;Écoles / universités;ONG","Réduction de taux de chômage.","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Gestion des déchets communautaire","La sensibilisation ","Meilleures infrastructures de gestion des déchets","Une gestion rationnelle ",""
"2025/08/24 10:50:36 PM GMT+4","Tchad ","25-34","Homme","Master ou diplôme supérieur","Chercheur(e) / Universitaire","Academic/Research","Fréquemment","Bords de routes;Décharges urbaines;Marchés ou espaces en plein air","Moyennement","Écosystèmes d’eau douce;Terres agricoles;Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Télévision;Publications scientifiques;ONG;École / Université","Oui","","Oui","Télévision;Radio;Facebook;TikTok","Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Modérément","Oui","Réutilisation et réparation des produits;Compostage et matériaux biodégradables;Recyclage industriel","Gouvernement;Entreprises privées;Startups;Communautés locales;Écoles / universités;ONG","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","","Meilleures infrastructures de gestion des déchets","",""
"2025/08/26 4:27:59 AM GMT+4","Côte d'Ivoire ","18-24","Homme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Jamais","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Moyennement","Écosystèmes d’eau douce;Zones urbaines","Légèrement préoccupé(e)","","Télévision;Radio;École / Université;Leaders communautaires","Oui","","Oui","Télévision;Radio;YouTube","Menaces pour la vie marine;Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Modérément","Non","Aucune","Je ne sais pas","","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique","","Meilleures infrastructures de gestion des déchets","",""
"2025/08/26 2:48:40 PM GMT+4","Côte d'Ivoire ","35-44","Homme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Forêts;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Publications scientifiques","Oui","Les maladies respiratoires ","Non","Télévision;Radio;Institutions religieuses","Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux;Changements de politiques gouvernementales","Modérément","Non","Réutilisation et réparation des produits;Refonte des emballages;Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Startups;Écoles / universités;ONG","La volonté politique réelle ","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets","Développer les plastiques biodégradables ","Éducation à la santé","Appliquer les lois ","Sensibilisation et répression "
"2025/08/26 3:38:03 PM GMT+4","Côte d'ivoire ","35-44","Homme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Plages","Oui","Écosystèmes d’eau douce;Zones marines / côtières","Modérément préoccupé(e)","J’en ai entendu parler mais je ne suis pas sûr(e)","Télévision;Réseaux sociaux;École / Université","Oui","Cancer","Oui","Télévision;WhatsApp","Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux","Modérément","Non","Réutilisation et réparation des produits;Recyclage industriel","Entreprises privées;Startups","Sensibilisation ","Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires","Je ne jette pas d'ordures en pleine rue ","Meilleures infrastructures de gestion des déchets","",""
"2025/08/26 5:45:34 PM GMT+4","Côte d'Ivoire ","35-44","Homme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Plages;Décharges urbaines;Marchés ou espaces en plein air","Oui","Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques","Oui","","Oui","Télévision;Facebook;TikTok;YouTube","Menaces pour la vie marine;Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages","Modérément","Oui","Réutilisation et réparation des produits;Refonte des emballages;Recyclage industriel","Gouvernement;ONG","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Incitations pour les alternatives au plastique","Je jette les sachets dans les poubelles. J'évite l'utilisation ","Incitations financières","Une législation forte",""
"2025/08/26 7:26:30 PM GMT+4","République Démocratique du Congo","25-34","Homme","Licence (Baccalauréat)","Propriétaire d’entreprise / Entrepreneur","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Terres agricoles;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;École / Université","Oui","Lorsque les sachets plastiques se dégradent en petit morceaux, le vent les emporte et ça deviennent dangereux pour la visibilité humaine. 
Beaucoup de sachets dans le sol cause l'appauvrissement de celui-ci et comme conséquence, faible productivité agricole et la famine. ","Oui","Télévision;Radio;Journaux","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Modérément","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets","Écoles / universités;ONG","La sensibilisation, la technologie et les infrastructures de recyclage","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","Je jete mes déchets plastiques jusqu'à la maison si je l'ai utilisé étant loin de chez. Je fais souvent l'incinération par manque de politique gouvernementale de gestion des déchets. ","Meilleures infrastructures de gestion des déchets","Sensibilisation","Non merci"
"2025/08/31 9:31:55 PM GMT+4","Niger","35-44","Femme","Master ou diplôme supérieur","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes","Oui","","Extrêmement préoccupé(e)","Assez informé(e)","ONG","Oui","Pollution","Oui","Télévision;Radio;WhatsApp","Dégâts climatiques et environnementaux","Très fortement","Non","Recyclage industriel","Entreprises privées","","Campagnes nationales de sensibilisation","Utilisation du panier de menagere","Meilleures infrastructures de gestion des déchets","Sencibilisation",""
"2025/09/05 8:14:18 PM GMT+4","Côte d'Ivoire ","35-44","Homme","Licence (Baccalauréat)","Enseignant(e) / Éducateur(trice)","Éducation ","Fréquemment","Bords de routes;Plages;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;ONG;École / Université","Oui","Intoxication ","Pas sûr(e)","Télévision;Radio;Journaux;YouTube","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Changements de politiques gouvernementales","Modérément","Oui","Réutilisation et réparation des produits","Entreprises privées;Startups;ONG","","Renforcement des infrastructures de recyclage;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets","Éviter des sacs pour faire ses achats au lieu des plastiques ","Meilleures infrastructures de gestion des déchets","Encourager les innovations ","Réutiliser les plastiques dans les œuvres d'art "
"2025/09/05 8:22:28 PM GMT+4","Côte d'ivoire","35-44","Homme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Occasionnellement","Marchés ou espaces en plein air","Moyennement","Zones urbaines","Modérément préoccupé(e)","Pas informé(e)","Aucune","Pas sûr(e)","","Non","Forums publics","Appels à l’action/nettoyages","Très fortement","Non","Aucune","Je ne sais pas","","Incitations pour les alternatives au plastique;Gestion des déchets communautaire","Utiliser le moins possible les plastiques","Meilleures infrastructures de gestion des déchets","Remplacer les plastiques par du biodégradale",""
"2025/09/05 9:35:58 PM GMT+4","Côte d'Ivoire ","25-34","Homme","Licence (Baccalauréat)","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Plages;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Terres agricoles","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Publications scientifiques;École / Université","Oui","Contaminations des poissons, de la nappe phréatique aussi les inondations.","Oui","Télévision;Facebook","Menaces pour la vie marine;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Modérément","Non","Réutilisation et réparation des produits;Recyclage industriel","ONG","Il faut une sensibilisation ","Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Gestion des déchets communautaire","Il faut faire comprendre les uns aux autres l'importance de la supression des sachets plastiques ","Éducation à la santé","Il faut mener les actions concrètes ","Pas vraiment "
"2025/09/06 7:18:30 PM GMT+4","Côte d'Ivoire ","35-44","Homme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air;Certains de la ville ","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;Publications scientifiques;ONG;École / Université","Oui","Cancers et maladies cardiovasculaires ","Pas sûr(e)","Télévision;Journaux;Forums publics","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Appels à l’action/nettoyages","Modérément","Oui","Recyclage industriel;Incitations gouvernementales pour les recycleurs","Gouvernement;ONG","","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires","Personnellement, j'évite les plastiques qui ne peuvent pas être recyclés.","Meilleures infrastructures de gestion des déchets","Il faut :
- améliorer les systèmes de collecte, de tri et de recyclage,
- mettre en place des politiques efficaces, - développer des technologies d'élimination",""
"2025/09/06 9:22:18 PM GMT+4","Cote d'ivoire ","45-54","Homme","Licence (Baccalauréat)","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Décharges urbaines;Marchés ou espaces en plein air","Oui","Terres agricoles;Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;École / Université","Non","","Oui","Télévision;Radio;Facebook","Menaces pour la vie marine;Dégâts climatiques et environnementaux","Légèrement","Non","Aucune","ONG","","Interdiction des plastiques à usage unique;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires","Rien ","Meilleures infrastructures de gestion des déchets","Sensibilisation ","Non"
"2025/09/06 9:52:50 PM GMT+4","Côté d'Ivoire ","35-44","Homme","Licence (Baccalauréat)","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Décharges urbaines;Marchés ou espaces en plein air","Moyennement","Écosystèmes d’eau douce;Terres agricoles;Zones urbaines","Modérément préoccupé(e)","J’en ai entendu parler mais je ne suis pas sûr(e)","Publications scientifiques;École / Université","Oui","Nuisance à la santé des hommes, des animaux. Leur dégradation met assez de temps.
","Non","Télévision","Menaces pour la vie marine;Contamination de la chaîne alimentaire;Changements de politiques gouvernementales","Modérément","Non","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Startups;Écoles / universités","Aucune idée ","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets","Utilisation des sacs faits de fibre à usage multiple ou biodégradables.","Éducation à la santé","Punir réellement les contrevenants à la loi sur l'interdiction des sachets plastiques. Encourager les artisans à innover dans l'usage des anciens pneus pour en faire des objets d'art... ","Non"
"2025/09/07 12:52:12 AM GMT+4","COTE D IVOIRE","35-44","Homme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Marchés ou espaces en plein air","Moyennement","Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Publications scientifiques","Oui","Les maladies,","Non","Télévision","Menaces pour la vie marine;Contamination de la chaîne alimentaire","Modérément","Oui","Recyclage industriel;Incitations gouvernementales pour les recycleurs","ONG","La protection des lagunes","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Gestion des déchets communautaire","Sensiblisation","","recompensés les collectivites ","Non"
"2025/09/07 1:15:53 AM GMT+4","Côte d'Ivoire ","35-44","Homme","Licence (Baccalauréat)","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Plages;Décharges urbaines;Marchés ou espaces en plein air","Oui","Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Publications scientifiques;École / Université","Pas sûr(e)","","Pas sûr(e)","Facebook;Journaux;Forums publics","Menaces pour la vie marine;Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux","Légèrement","Non","Compostage et matériaux biodégradables;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Gouvernement;Écoles / universités;ONG","","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires","","Éducation à la santé","",""
"2025/09/07 2:02:52 AM GMT+4","Côte d'Ivoire ","35-44","Femme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Plages;Décharges urbaines;Marchés ou espaces en plein air","Oui","Zones marines / côtières;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Publications scientifiques;École / Université","Pas sûr(e)","","Oui","Télévision;Journaux;Forums publics","Menaces pour la vie marine;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Oui","Réutilisation et réparation des produits;Refonte des emballages;Recyclage industriel","Startups;ONG","Le ramassage regulier et le tri des déchets ","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Incitations pour les alternatives au plastique","Utilisation des emballages recyclables ","Leadership communautaire","Plus de sensibilisation et encourager les start ups œuvrant dans le recyclage des déchets ","Mettre des poubelles au bord des plages "
"2025/09/07 2:24:37 AM GMT+4","Côte d'Ivoire","45-54","Homme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Décharges urbaines","Oui","Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Publications scientifiques","Oui","","Non","Télévision;Radio;Forums publics","Dégâts climatiques et environnementaux","Légèrement","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Gouvernement;Écoles / universités;ONG","Changement de comportement","Renforcement des infrastructures de recyclage;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets","Plastique biodégradable","Incitations financières","Application rigoureuse de l'interdiction d'utilisation des emballage plastique",""
"2025/09/08 5:46:01 PM GMT+4","République Démocratique du Congo","18-24","Homme","Diplôme ou équivalent","Propriétaire d’entreprise / Entrepreneur","Secteur privé","Fréquemment","Marchés ou espaces en plein air","Oui","Zones urbaines","Légèrement préoccupé(e)","Pas informé(e)","Réseaux sociaux","Oui","Problème respiratoire ","Oui","WhatsApp;Facebook;TikTok","Appels à l’action/nettoyages","Légèrement","Non","Aucune","Je ne sais pas","J’en sais pas trop ","Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Application stricte des lois sur les déchets","Rien","Meilleures infrastructures de gestion des déchets","La sensibilisation ","Non"
"2025/09/11 12:36:39 AM GMT+4","République Démocratique du Congo","18-24","Femme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Marchés ou espaces en plein air","Oui","Zones marines / côtières;Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Réseaux sociaux","Oui","Les gens souffrent beaucoup de la typhoïde ","Non","Télévision;WhatsApp;Facebook;TikTok;YouTube;Forums publics;Institutions religieuses","Dégâts climatiques et environnementaux;Changements de politiques gouvernementales","Modérément","Oui","Incitations gouvernementales pour les recycleurs","Je ne sais pas","","","","Incitations financières","",""
"2025/09/11 2:15:27 AM GMT+4","République Démocratique du Congo","25-34","Femme","Licence (Baccalauréat)","Professionnel(le) de santé","Secteur public","Occasionnellement","Bords de routes;Rivières / Lacs;Terres agricoles","Moyennement","Écosystèmes d’eau douce;Zones marines / côtières;Terres agricoles;Forêts","Modérément préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux","Oui","","Non","TikTok","Changements de politiques gouvernementales","Modérément","Non","Réutilisation et réparation des produits;Recyclage industriel","Écoles / universités","Je ne sais pas ","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Application stricte des lois sur les déchets","Recyclage ","Meilleures infrastructures de gestion des déchets","Recyclage ","Non"
"2025/09/11 3:18:18 AM GMT+4","République Démocratique du Congo","18-24","Homme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Rivières / Lacs","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Forêts","Modérément préoccupé(e)","Très bien informé(e)","Télévision;Publications scientifiques;École / Université","Oui","Les microplastiques s’accumulent dans notre corps et peuvent causer de l’inflammation ou dérégler nos hormones. On en a déjà retrouvé dans le sang, les poumons et le cœur, ce qui inquiète les scientifiques. En bref, c’est une pollution invisible qui peut nuire à la santé.","Pas sûr(e)","Télévision;Radio;Institutions religieuses","Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages","Légèrement","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Gouvernement","À Kinshasa, malgré l’initiative Kin Bopeto, la collecte et le recyclage des déchets restent très insuffisants face à l’ampleur de l’insalubrité. Le vrai défi vient aussi du manque de sensibilisation et de conscientisation de la population, qui alimente la pollution et la prolifération des microplastiques. Avec une motivation citoyenne, par exemple via des petites récompenses pour encourager le tri et le recyclage, la transition vers une économie circulaire serait beaucoup plus réaliste.","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique","Je m’efforce de déposer les plastiques dans les points de collecte disponibles. Et j’utilise parfois des sacs réutilisables au lieu du plastique jetable. ","Incitations financières","Pour lutter contre les plastiques à Kinshasa, il faut combiner recyclage innovant et sensibilisation de la population.
Des micro-usines communautaires peuvent transformer les déchets en matériaux utiles.
Des systèmes de récompenses et des applications mobiles peuvent motiver les citoyens à trier et collecter les plastiques.
Enfin, valoriser industriellement ou énergétiquement les plastiques permet de réduire la pollution tout en créant de la valeur.","On peut sensibiliser dès l’école, encourager la réparation et le surcyclage, et montrer concrètement les effets des microplastiques.
Des points de collecte avec récompenses et des partenariats locaux peuvent aussi motiver la population.
Ces actions combinées faciliteraient grandement le recyclage et la réduction des déchets à Kinshasa."
"2025/09/11 9:21:15 AM GMT+4","République Démocratique du Congo","25-34","Homme","Formation professionnelle/technique","Travailleur(euse) d’ONG / de la société civile","Secteur privé","Fréquemment","Bords de routes","Oui","Terres agricoles","Je ne sais pas assez pour répondre","Très bien informé(e)","Réseaux sociaux;ONG","Oui","","Oui","WhatsApp;Facebook;Journaux","Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Non","Réutilisation et réparation des produits;Refonte des emballages;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;ONG","","Interdiction des plastiques à usage unique;Campagnes nationales de sensibilisation;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé","","Éducation à la santé","",""
"2025/09/11 9:47:00 AM GMT+4","Rdc","25-34","Femme","Licence (Baccalauréat)","Infirmière ","Secteur informel","Fréquemment","Bords de routes;Rivières / Lacs;Marchés ou espaces en plein air","Oui","Zones marines / côtières;Terres agricoles;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Réseaux sociaux;Institutions religieuses","Oui","maladie pulmonaire","Oui","Télévision;Radio;Facebook","Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Très fortement","","Réutilisation et réparation des produits;Compostage et matériaux biodégradables;Surcyclage des déchets","Entreprises privées","","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Application stricte des lois sur les déchets","Interdiction de plastique en usage unique ","Éducation à la santé","Éviter de les bruler là où les personnes habitent ","Organiser les formations sur la recyclage de déchet plastique "
